,3,4,5,6,8
0,0.12018304959048842,0.14418074293248725,0.16569127428648028,0.19026926888077098,0.17356700968966485
1,0.2190067000610535,0.1264967398184009,0.18644163654529902,0.18778828308349774,0.1551043396572696
2,0.19064827284096197,0.18050345150289981,0.1886033867743401,0.1707667298959696,0.15277959618132272
3,0.1794485157207431,0.18645395736725623,0.19358724007216999,0.16585770775535205,0.16085872301360124
4,0.1854541734695578,0.22922144819001442,0.18039970829060872,0.1698950253934506,0.14141107545656723
5,0.2051254824108525,0.19696816735159847,0.17020625756707983,0.16431399042836387,0.1566209925524557
6,0.23189589884694575,0.16388610851533664,0.17991725475764084,0.17431291724899142,0.15594598428906892
7,0.16497574345123137,0.16967453043900285,0.18591436073410514,0.13801413731745743,0.1407825454885006
8,0.1699633184082085,0.2071361833664489,0.17778283577789347,0.1489714157378638,0.14217625074209825
9,0.16376434765899364,0.166863661282155,0.1514496336458523,0.17003729683707972,0.16025709170768362
10,0.17374306897304143,0.19204148945205257,0.19259150403430808,0.19570513599299622,0.1579258924262281
11,0.17784387503803173,0.19225396195731576,0.17494587997695835,0.15583958370931336,0.15571265044414415
12,0.13182363139216124,0.1339465931533696,0.19587206268589957,0.16119718855898504,0.14819835010315097
13,0.1798957886256525,0.16862524625275102,0.1770132093212621,0.166393932822177,0.1574870534444524
14,0.15795572477942701,0.15386103109920785,0.17555571429309308,0.14971737281498834,0.13802950017683904
15,0.1958688577560503,0.1700507418234526,0.16240336744112485,0.1830495133615448,0.1463243332035007
16,0.2004273881909213,0.1980616443664546,0.17951791659153546,0.15203064262886964,0.11960266549746829
17,0.2188153362087716,0.16847666142870982,0.16971804203590962,0.13325323928389987,0.16166372056868897
18,0.17143264934359181,0.15974717661916035,0.14556799242303758,0.16357552178704216,0.165463385620502
19,0.17130149993290686,0.1693693395039976,0.2250655417167577,0.20363862071069241,0.16915878059213513
